name_uk;name_ru;oblast;raion;type;lat;lon
Horbasiv;Gorbasov;Khmelnytskyi;;місто;49.4125;27.54861
Horbanivka;Horbanivka;Kharkivs’ka Oblast’;;місто;50.21692;35.44859
Gorbanëvka;Gorbanëvka;Sumy;;місто;51.25;34.38333
Gorbanovka;Gorbanovka;Poltava;;місто;49.3;32.98333
Horbakiv;Horbakiv;Rivne;;місто;50.60256;26.62683
Gorbakonovka;Gorbakonovka;Donetsk;;місто;48.71667;37.85
Horbachi;Горбачи;Lviv;;місто;49.59445;23.90843
Horbachevo-Mykhailivka;Горбачево-Михайлівка;Donetsk;;місто;47.85243;38.00977
Gorb;Gorb;Kharkivs’ka Oblast’;;місто;49.85;35.86667
Gorb;Gorb;Poltava;;місто;49.41667;33.86667
Horaimivka;Horaimivka;Volyn;;місто;51.0479;25.89833
Gorayevka;Gorayevka;Khmelnytskyi;;місто;48.57686;27.03716
Gorayets;Gorayets;Lviv;;місто;50.15;23.81667
Gorayets;Gorayets;Lviv;;місто;50.0418;23.38971
Horai;Horai;Vinnytsia;;місто;48.75953;27.82128
Gora;Gora;Lviv;;місто;50.06667;23.51667
Hopchytsia;Гопчица;Vinnytsia;;місто;49.53028;29.27762
Honiatychi;Гонятычи;Lviv;;місто;49.5624;23.90158
Hontiv Yar;Hontiv Yar;Kharkivs’ka Oblast’;;місто;49.81781;35.57837
Hontivka;Hontivka;Vinnytsia;;місто;48.54124;28.01641
Hontarivka;Gontarëvka;Kharkivs’ka Oblast’;;місто;50.07402;36.98543
Gonorovka;Gonorovka;Khmelnytskyi;;місто;49.58317;26.38153
Honorivka;Honorivka;Vinnytsia;;місто;48.18234;29.00192
Gonorin;Gonorin;Zhytomyr;;місто;50.73333;28.16667
Gonoratuvka;Gonoratuvka;Ivano-Frankivsk;;місто;49.40748;24.76874
Honoratka;Honoratka;Vinnytsia;;місто;49.14949;29.52156
Honorata;Honorata;Odesa;;місто;47.81713;29.43382
Honchyi Brid;Honchyi Brid;Volyn;;місто;51.07342;24.89111
Goncharykha;Goncharykha;Rivne;;місто;50.81667;26.23333
Goncharovka;Goncharovka;Ivano-Frankivsk;;місто;48.86667;25.01667
Honcharivske;Honcharivske;Chernihiv;;місто;51.29878;30.91968
Goncharov Krug;Goncharov Krug;Chernihiv;;місто;51.3;30.93333
Honcharivka;Гончаровка;Luhansk;;місто;49.4747;38.15302
Goncharovka;Goncharovka;Ternopil;;місто;49.08825;25.11617
Honcharivka;Honcharivka;Odesa;;місто;46.23853;30.07036
Goncharov;Goncharov;Ivano-Frankivsk;;місто;48.66325;25.21394
Goncharnoye;Гончарное;Sevastopol City;;місто;44.46594;33.69986
Hamove;Гамово;Mykolaiv;;місто;47.06081;31.3305
Golyunki;Golyunki;Khmelnytskyi;;місто;49.65;27.05
Holyshiv;Holyshiv;Rivne;;місто;50.71812;25.95124
Kalynivka;Kalynivka;Zhytomyr;;місто;51.02512;27.44829
Holynchyntsi;Holynchyntsi;Vinnytsia;;місто;48.67016;28.39083
Holyn;Holyn;Ivano-Frankivsk;;місто;49.00686;24.24971
Holychivka;Holychivka;Rivne;;місто;50.66682;27.17281
Golybisy;Golybisy;Ternopil;;місто;50.1;26.08333
Holiatyn;Holiatyn;Zakarpattia;;місто;48.6396;23.4271
Holiaky;Holiaky;Cherkasy;;місто;49.53668;31.21564
Golyaki;Golyaki;Vinnytsia;;місто;49.51667;28.43333
Holubiatyn;Holubiatyn;Zhytomyr;;місто;49.86005;29.52503
Goluboy Zaliv;Голубой Залив;Crimea;;місто;44.41126;33.98634
Holubivske;Голубевское;Dnipropetrovsk;;місто;48.87744;35.83948
Holubivka;Голубівка;Sumy;;місто;52.24145;33.78693
Holubivka;Holubivka;Sumy;;місто;50.79977;34.419
Holubivka;Holubivka;Chernihiv;;місто;50.55862;32.49303
Holubivka;Holubivka;Kharkivs’ka Oblast’;;місто;49.74994;37.6305
Golubivka;Голубовка;Zhytomyr;;місто;49.68097;29.16059
Holubivka;Голубовка;Luhansk;;місто;49.22663;38.45644
Novoliubivka;Novoliubivka;Luhansk;;місто;49.15581;37.94938
Holubivka;Голубовка;Dnipropetrovsk;;місто;48.88403;35.32264
Golubovka;Golubovka;Luhansk;;місто;48.54306;39.13528
Golubovka;Golubovka;Zaporizhzhia;;місто;47.18333;35.65
Sydory;Sydory;Kharkivs’ka Oblast’;;місто;49.74214;36.07579
Holubne;Holubne;Rivne;;місто;50.89285;26.69249
Holubiievychi;Holubiievychi;Zhytomyr;;місто;51.08866;29.41003
Holubivka;Holubivka;Vinnytsia;;місто;49.01704;27.95576
Golubivka;Golubivka;Vinnytsia;;місто;48.98509;27.66947
Holubytsia;Holubytsia;Lviv;;місто;49.91845;25.16952
Holubyne;Holubyne;Zakarpattia;;місто;48.56937;22.97183
Golubinka;Голубинка;Crimea;;місто;44.59382;33.91521
Holubychi;Голубичи;Chernihiv;;місто;51.74935;31.16205
Holubeche;Holubeche;Vinnytsia;;місто;48.37145;28.84293
Hovtva;Говтва;Poltava;;місто;49.42287;33.87047
Zelenyy Yar;Зелёный Яр;Mykolaiv;;місто;47.84145;31.55645
Holozubyntsi;Holozubyntsi;Khmelnytskyi;;місто;48.83406;26.90653
Holovy;Holovy;Ivano-Frankivsk;;місто;48.06471;24.87434
Holovuriv;Holovuriv;Kyiv;;місто;50.18722;30.99032
Holovne;Holovne;Volyn;;місто;51.33654;24.08163
Holovnytsia;Holovnytsia;Rivne;;місто;50.62551;27.08638
Holovli;Holovli;Khmelnytskyi;;місто;50.42247;26.78677
Holovkivka;Головковка;Cherkasy;;місто;49.12012;32.34523
Holovkivka;Головковка;Kirovohrad;;місто;48.57619;33.07116
Viazivka;Viazivka;Poltava;;місто;49.33333;33.8
Holovkove;Головково;Dnipropetrovsk;;місто;47.9416;34.22469
Holovky;Golovki;Zhytomyr;;місто;50.8419;29.13567
Holovky;Holovky;Poltava;;місто;49.75094;34.70817
Golovinskiy;Golovinskiy;Sumy;;місто;51.16667;33.66667
Golovinovka;Golovinovka;Luhansk;;місто;48.53333;38.8
Holovyne;Головине;Zhytomyr;;місто;50.47118;28.8253
Holovyn;Головин;Rivne;;місто;50.8936;26.29051
Holovetsko;Головецкое;Lviv;;місто;49.30691;22.89429
Holovetsko;Holovetsko;Lviv;;місто;48.91349;23.39572
Holovske;Головеское;Lviv;;місто;49.15093;23.20878
Holovenky;Головеньки;Chernihiv;;місто;51.38017;32.66801
Holovenky;Goloven’ki;Vinnytsia;;місто;49.02639;28.84634
Holovenka;Holovenka;Zhytomyr;;місто;50.15626;28.54818
Holovchyntsi;Holovchyntsi;Ternopil;;місто;48.82982;25.73336
Golovchintsy;Golovchintsy;Khmelnytskyi;;місто;49.42071;27.47017
Holovashivka;Головашевка;Sumy;;місто;50.97025;34.5523
Golovarusava;Golovarusava;Vinnytsia;;місто;48.64651;28.51682
Golovanovka;Головановка;Crimea;;місто;44.97516;34.63102
Holovanivsk;Голованевск;Kirovohrad;;місто;48.3874;30.45947
Holovach;Головач;Poltava;;місто;49.46853;34.59719
Holotky;Holotky;Ternopil;;місто;49.65474;26.16585
Holoskove;Голосково;Mykolaiv;;місто;48.16531;30.43924
Holoskovychy;Holoskovychy;Lviv;;місто;50.02168;25.06866
Holoskiv;Holoskiv;Khmelnytskyi;;місто;49.38334;27.34426
Holoskiv;Holoskiv;Khmelnytskyi;;місто;48.7452;26.55127
Holoskiv;Holoskiv;Ivano-Frankivsk;;місто;48.70647;24.86882
Holoshyna;Holoshyna;Chernivtsi;;місто;47.9264;24.94884
Holenyshcheve;Holenyshcheve;Khmelnytskyi;;місто;49.28312;27.82337
Golokhvasty;Golokhvasty;Khmelnytskyi;;місто;49.47718;26.21617
Holokhvasty;Holokhvasty;Khmelnytskyi;;місто;49.27776;26.9643
Gologirky;Gologirky;Lviv;;місто;49.76715;24.71177
Holohory;Holohory;Lviv;;місто;49.75673;24.72417
Goloduvka;Goloduvka;Lviv;;місто;49.86667;24.25
Myroslavka;Myroslavka;Zhytomyr;;місто;49.95046;28.46184
Holodky;Golod’ki;Vinnytsia;;місто;49.52217;27.97486
Holodky;Golod’ki;Kyiv;;місто;49.27533;29.65872
Golodki;Golodki;Vinnytsia;;місто;49.05;27.75
Golodivka;Golodivka;Lviv;;місто;49.43333;23.3
Vyshneve;Vyshneve;Luhansk;;місто;49.24336;39.09218
Holoby;Голобы;Volyn;;місто;51.08651;25.00767
Holmivskyi;Гольмовский;Donetsk;;місто;48.40394;38.08203
Holma;Holma;Odesa;;місто;47.92886;29.84923
Oliivka;Oliivka;Zhytomyr;;місто;50.344;28.686
Holytsya;Holytsya;Odesa;;місто;45.74881;28.98614
Holinka;Голенка;Chernihiv;;місто;51.03854;33.01229
Holykove;Holykove;Luhansk;;місто;49.16361;38.16998
Holykove;Голиково;Kirovohrad;;місто;48.89023;32.10596
Holyky;Holyky;Khmelnytskyi;;місто;50.21856;26.89267
Holihrady;Holihrady;Ternopil;;місто;48.70298;25.85817
Holhocha;Holhocha;Ternopil;;місто;49.18905;25.15313
Holeshiv;Голешов;Lviv;;місто;49.30453;24.26508
Holenyshcheve;Holenyshcheve;Ternopil;;місто;49.13869;26.20124
Golendry;Golendry;Volyn;;місто;50.95;24
Malyi;Malyi;Lviv;;місто;50.21766;23.73533
Holdashivka;Holdashivka;Vinnytsia;;місто;48.22431;29.70667
Hola Prystan;Голая Пристань;Kherson;;місто;46.52973;32.52408
Zelenyy Hay;Зелёный Гай;Chernivtsi;;місто;48.2251;26.21241
Hoholiv;Hoholiv;Lviv;;місто;50.32258;24.38975
Gogoli;Gogoli;Khmelnytskyi;;місто;49.12179;27.36898
Hoholeve;Гоголево;Poltava;;місто;49.92113;33.82236
Hoholeve;Hoholeve;Poltava;;місто;49.81828;34.17728
Hoholiv;Гоголев;Kyiv;;місто;50.51864;31.02241
Nadezhdivka;Надеждовка;Odesa;;місто;45.799;29.43538
Trudolyubivka;Трудолюбовка;Mykolaiv;;місто;47.85237;30.99636
Gofnung;Gofnung;Zaporizhzhia;;місто;47.46667;36.55
Lambrivka;Lambrivka;Odesa;;місто;46.32541;29.29048
Godyne;Godyne;Lviv;;місто;49.82457;23.12918
Hodykha;Hodykha;Zhytomyr;;місто;50.18986;28.21973
Hody-Dobrovidka;Hody-Dobrovidka;Ivano-Frankivsk;;місто;48.60267;25.07704
Godvishnya;Godvishnya;Lviv;;місто;49.7433;23.5742
Hodiv;Hodiv;Ternopil;;місто;49.61266;25.02822
Hodunivka;Hodunivka;Sumy;;місто;51.74092;33.95034
Hodunivka;Hodunivka;Kyiv;;місто;50.29321;32.06147
Godunov;Godunov;Luhansk;;місто;47.985;39.57556
Hodovytsya;Годовица;Lviv;;місто;49.76667;23.91667
Hodovychi;Hodovychi;Volyn;;місто;51.20741;24.4256
Hodiv;Hodiv;Ternopil;;місто;49.61245;25.02817
Korenivka;Korenivka;Zhytomyr;;місто;51.31188;28.72802
Hodomychi;Hodomychi;Volyn;;місто;51.06628;25.51381
Hodynivka;Годыновка;Chernivtsi;;місто;48.18333;26.13333
Gnoyno;Gnoyno;Lviv;;місто;49.91667;23.5
Gnoynitse;Gnoynitse;Lviv;;місто;49.95;23.11667
Gnoynichka;Gnoynichka;Khmelnytskyi;;місто;50.08333;26.65
Hnarovske;Hnarovske;Zaporizhzhia;;місто;48.01719;35.27694
Hnivan;Гнивань;Vinnytsia;;місто;49.0939;28.33785
Lebedivka;Lebedëvka;Chernihiv;;місто;51.23333;30.96667
Gnilovody;Gnilovody;Khmelnytskyi;;місто;48.81667;26.75
Hnylytsi;Hnylytsi;Ternopil;;місто;49.69331;26.0903
Gnilitsa Vtoraya;Гнилица;Kharkivs’ka Oblast’;;місто;50.03417;37.20972
Hnylytsa Persha;Hnylytsa Persha;Kharkivs’ka Oblast’;;місто;50.03866;37.2042
Gnilitsa;Gnilitsa;Sumy;;місто;51.33333;33.33333
Hnylytsia;Hnylytsia;Sumy;;місто;50.93891;35.14272
Gnilitsa;Gnilitsa;Chernihiv;;місто;50.6;32.01667
Hnylytsia;Hnylytsia;Sumy;;місто;50.29904;34.67524
Stara Hnylytsia;Stara Hnylytsia;Kharkivs’ka Oblast’;;місто;49.73683;36.6874
Gnilishche;Gnilishche;Kharkivs’ka Oblast’;;місто;49.53722;36.40056
Hnylychyky;Hnylychyky;Ternopil;;місто;49.66481;26.10349
Dolynivka;Долиновка;Zhytomyr;;місто;50.16667;29.45
Hnylche;Hnylche;Ternopil;;місто;49.19576;24.931
Hnidyntsi;Hnidyntsi;Chernihiv;;місто;50.45003;32.79339
Gnidava;Гнидава;Volyn;;місто;50.72337;25.31281
Hnydava;Hnydava;Ternopil;;місто;49.84407;25.83113
Gnidava;Gnidava;Ternopil;;місто;49.83333;25.26667
Hnizdychne;Hnizdychne;Ternopil;;місто;49.80708;25.64503
Hnizdychiv;Гнездычев;Lviv;;місто;49.33806;24.10664
Hnizdyshche;Hnizdyshche;Chernihiv;;місто;51.87346;31.49649
Hnidyn;Гнедин;Kyiv;;місто;50.32899;30.71059
Hnativka;Hnativka;Vinnytsia;;місто;49.76984;28.00458
Gnadental’;Gnadental’;Zaporizhzhia;;місто;47.13333;35.86667
Hmyrianka;Гмырянка;Chernihiv;;місто;50.79978;32.43229
Hlubivka;Glimbovka;Khmelnytskyi;;місто;48.69306;27.2967
Hlybne;Hlybne;Sumy;;місто;50.8344;35.09757
Hliadky;Hliadky;Ternopil;;місто;49.66745;25.47258
Hliadky;Glyadki;Khmelnytskyi;;місто;49.59582;26.57079
Hliadyn;Hliadyn;Chernihiv;;місто;51.48976;30.69275
Hlushkivtsi;Hlushkivtsi;Khmelnytskyi;;місто;49.10706;26.94227
Hlushkiv;Hlushkiv;Ivano-Frankivsk;;місто;48.64391;25.47507
Glushkovo;Glushkovo;Rivne;;місто;50.86667;27.15
Hlushkove Druhe;Hlushkove Druhe;Poltava;;місто;49.43993;33.71061
Hlushkivka;Hlushkivka;Kharkivs’ka Oblast’;;місто;49.59014;37.7078
Hlushytsia;Hlushytsia;Rivne;;місто;51.39788;26.6415
Hlushyn;Глушин;Lviv;;місто;50.028;25.11338
Glushets;Glushets;Sumy;;місто;51.22861;34.09389
Glupanin;Glupanin;Rivne;;місто;50.43333;26.3
Hlukhiv;Hlukhiv;Lviv;;місто;50.36919;24.12579
Hlukhe;Глухое;Dnipropetrovsk;;місто;47.67831;34.79835
Hlukhivtsi;Глуховцы;Vinnytsia;;місто;49.77149;28.72976
Hlukhovychi;Hlukhovychi;Lviv;;місто;49.76521;24.24628
Hlukhova;Hlukhova;Zhytomyr;;місто;51.05501;28.39195
Hlukhy;Hlukhy;Volyn;;місто;51.58212;24.49588
Hlyboke;Глубокое;Kyiv;;місто;50.26403;30.94231
Hlyboke;Hlyboke;Zakarpattia;;місто;48.5451;22.42227
Hlyboke;Hlyboke;Odesa;;місто;45.73036;29.60853
Hlybokoiar;Hlybokoiar;Odesa;;місто;47.23157;29.79344
Glubokiy Yar;Глубокий Яр;Crimea;;місто;44.79147;33.91593
Partyzanske;Партизанское;Mykolaiv;;місто;47.06924;32.5344
Hlybokyi Potik;Hlybokyi Potik;Zakarpattia;;місто;48.05774;23.89592
Glubokiy;Glubokiy;Luhansk;;місто;49.58861;38.59575
Hlybokyi;Hlybokyi;Luhansk;;місто;48.47563;38.58596
Chystopillia;Chistopol’ye;Zaporizhzhia;;місто;47.37123;35.66551
Hlyboka Dolyna;Hlyboka Dolyna;Poltava;;місто;50.44679;33.88299
Hlyboka Balka;Глубокая Балка;Poltava;;місто;49.62253;34.02183
Hlyboka;Hlyboka;Ivano-Frankivsk;;місто;48.82169;24.42271
Hlybochok;Hlybochok;Zhytomyr;;місто;50.26852;29.01969
Hlybochytsia;Hlybochytsia;Zhytomyr;;місто;50.27985;28.77789
Hlybochok;Hlybochok;Rivne;;місто;50.50006;26.71941
Hlybochok;Hlybochok;Zhytomyr;;місто;50.21401;27.63374
Hlybochok;Hlybochok;Zhytomyr;;місто;50.09626;28.3331
Hlybochok;Hlybochok;Ternopil;;місто;48.81964;25.9251
Hlybochok;Hlybochok;Vinnytsia;;місто;48.53557;29.39826
Hlybochok;Hlybochok;Odesa;;місто;47.72824;29.49286
Hlotivka;Hlotivka;Luhansk;;місто;49.78996;38.08408
Hlodosy;Глодосы;Kirovohrad;;місто;48.46136;31.32857
Globovka;Globovka;Poltava;;місто;49.78333;34.9
Hlobyne;Глобино;Poltava;;місто;49.37894;33.27555
Hlyniany;Hlyniany;Lviv;;місто;49.82389;24.51389
Hlynianka;Hlynianka;Volyn;;місто;51.13507;24.19772
Hlynianka;Hlynianka;Vinnytsia;;місто;49.07108;27.78201
Glinyanets;Glinyanets;Vinnytsia;;місто;49.07178;28.75008
Hlynsk;Hlynsk;Lviv;;місто;50.05995;23.89685
Hlynske;Hlynske;Poltava;;місто;50.01784;34.66275
Hlynske;Hlynske;Kharkivs’ka Oblast’;;місто;49.25092;37.22223
Hlynsk;Глинск;Sumy;;місто;50.61868;33.3198
Hlynsk;Hlynsk;Rivne;;місто;50.50167;26.15181
Hlynsk;Hlynsk;Vinnytsia;;місто;49.57767;28.46633
Hlynsk;Глинск;Kirovohrad;;місто;48.95484;32.90101
Hlynivtsi;Hlynivtsi;Zhytomyr;;місто;50.04805;28.81521
Hlynne;Hlynne;Rivne;;місто;51.52638;27.41285
Hlynnyky;Hlynnyky;Khmelnytskyi;;місто;50.4488;26.9041
Hlynne;Глинное;Lviv;;місто;49.44835;23.47709
Hlynna;Hlynna;Ternopil;;місто;49.58718;25.18447
Hlynky;Hlynky;Rivne;;місто;50.57981;26.41228
Glinki;Glinki;Khmelnytskyi;;місто;50.23333;27.45
Hlynky;Hlynky;Ivano-Frankivsk;;місто;48.66012;24.76497
Hlynytsia;Hlynytsia;Zhytomyr;;місто;50.44282;29.10626
Hlynytsya;Глиница;Chernivtsi;;місто;48.33406;25.70507
Glinishche;Glinishche;Dnipropetrovsk;;місто;48.93333;34.46667
Hlyncha;Hlyncha;Cherkasy;;місто;49.83922;31.37631
Hlybochok;Hlybochok;Khmelnytskyi;;місто;48.85732;27.16331
Glibki;Glibki;Khmelnytskyi;;місто;49.604;26.72016
Hlezne;Hlezne;Zhytomyr;;місто;49.97874;27.7079
Hlevakha;Глеваха;Kyiv;;місто;50.27423;30.32706
Hleshchava;Hleshchava;Ternopil;;місто;49.3042;25.86821
Glenboka;Glenboka;Ivano-Frankivsk;;місто;48.71927;24.89373
Hlyboka;Глубокая;Lviv;;місто;49.54111;22.98705
Glibivka;Glibivka;Ivano-Frankivsk;;місто;48.80105;24.45912
Glebovskiy;Glebovskiy;Zaporizhzhia;;місто;48;35.75
Glebov Khutor;Glebov Khutor;Chernihiv;;місто;51.95;31.15
Hlibivka;Глебовка;Kyiv;;місто;50.79351;30.36348
Glebovka;Glebovka;Zaporizhzhia;;місто;48.05;35.76667
Hlibiv;Hlibiv;Ternopil;;місто;49.34663;25.97677
Hlibiv;Hlibiv;Khmelnytskyi;;місто;48.91751;27.15698
Hlazunivka;Hlazunivka;Kharkivs’ka Oblast’;;місто;49.40975;36.62449
Hlazove;Глазово;Sumy;;місто;52.12705;33.48463
Glazovka;Глазовка;Crimea;;місто;45.38792;36.57965
Hlazhova;Hlazhova;Rivne;;місто;50.82164;26.3284
Hlavani;Главани;Odesa;;місто;45.84468;29.19499
Hlafirivka;Hlafirivka;Luhansk;;місто;48.3917;39.30099
Hladkovytska Kamianka;Hladkovytska Kamianka;Zhytomyr;;місто;51.37872;28.97903
Hladkivshchyna;Гладковщина;Cherkasy;;місто;49.76827;31.74153
Hladkove;Hladkove;Luhansk;;місто;49.74074;38.60255
Hladkivka;Гладковка;Kherson;;місто;46.41114;32.6405
Hladkovychi;Hladkovychi;Zhytomyr;;місто;51.33827;28.89072
Gladkov;Gladkov;Kharkivs’ka Oblast’;;місто;49.08333;35.9
Hladke;Hladke;Zaporizhzhia;;місто;47.45681;35.39695
Hladke;Hladke;Chernihiv;;місто;51.0107;31.19578
Hriadky;Hriadky;Rivne;;місто;50.31144;25.87674
Hizivshchyna;Hizivshchyna;Zhytomyr;;місто;49.91861;27.60505
Giyevka;Giyevka;Kharkivs’ka Oblast’;;місто;49.91667;35.95
Hiiche;Гійче;Lviv;;місто;50.25228;23.77738
Hirzhove;Hirzhove;Odesa;;місто;47.10308;29.81564
Hirsivka;Hirsivka;Zaporizhzhia;;місто;46.64036;35.39459
Girki;Girki;Ivano-Frankivsk;;місто;48.88333;24.15
Hirka Polonka;Gor’kaya Polonka;Volyn;;місто;50.68333;25.26667
Hyryne;Hyryne;Sumy;;місто;51.89476;34.03525
Hyriavi Iskivtsi;Hyriavi Iskivtsi;Poltava;;місто;50.42631;33.3105
Hynovychi;Hynovychi;Ternopil;;місто;49.50051;24.93911
Hynkivtsi;Hynkivtsi;Ternopil;;місто;48.77435;25.74958
Hiltsi;Гильцы;Poltava;;місто;50.32862;32.9488
Gil’tsy;Gil’tsy;Zaporizhzhia;;місто;47.46667;36.55
Gigant;Gigant;Donetsk;;місто;48.46667;37.1
Hyderym;Hyderym;Odesa;;місто;47.82453;29.56593
Hezivka;Hezivka;Sumy;;місто;51.06096;34.03914
Heisykha;Гейсиха;Kyiv;;місто;49.34598;30.29606
Heivka;Heivka;Kharkivs’ka Oblast’;;місто;49.50395;36.49081
Haievychi;Haievychi;Zhytomyr;;місто;51.36303;28.63262
Hetmantsi;Hetmantsi;Odesa;;місто;46.90992;30.00768
Hetmanka;Hetmanka;Poltava;;місто;49.86695;34.74423
Hetmanivka;Hetmanivka;Kharkivs’ka Oblast’;;місто;49.74482;37.10259
Gerusy;Gerusy;Lviv;;місто;50.15;23.75
Rostoviatytsia;Rostoviatytsia;Zakarpattia;;місто;48.58232;22.64104
Hertsa;Hertsa;Chernivtsi;;місто;48.14752;26.26186
Heroiske;Heroiske;Kherson;;місто;46.5149;31.89268
Kropotkino;Кропоткино;Crimea;;місто;45.80396;33.48138
Germanuv;Germanuv;Lviv;;місто;49.8;24.33333
Germanovka;Germanovka;Vinnytsia;;місто;49.5;28.83333
Germanovka;Germanovka;Khmelnytskyi;;місто;49.15;26.2
German;German;Lviv;;місто;49.65;23.66667
Hermakivka;Hermakivka;Ternopil;;місто;48.69369;26.17922
Herezhenivka;Herezhenivka;Cherkasy;;місто;48.74115;30.33043
Gerbutuv;Gerbutuv;Ivano-Frankivsk;;місто;49.23333;24.78333
Herbyné;Herbyné;Odesa;;місто;48.17609;29.74055
Geravets;Geravets;Lviv;;місто;50.06667;24.21667
Heraskivka;Heraskivka;Luhansk;;місто;49.60703;39.54127
Harasivka;Harasivka;Zaporizhzhia;;місто;47.95561;35.36792
Harasymivka;Harasymivka;Dnipropetrovsk;;місто;47.88297;36.1743
Gerasimovka;Gerasimovka;Dnipropetrovsk;;місто;48.9;35.08333
Harasymivka;Герасимовка;Dnipropetrovsk;;місто;48.88816;35.41627
Harasymivka;Harasymivka;Luhansk;;місто;48.79117;39.69955
Gerasimovka;Gerasimovka;Kirovohrad;;місто;48.24661;31.40113
Harasymiv;Harasymiv;Ivano-Frankivsk;;місто;48.76176;25.23665
Heohriivske;Heohriivske;Zaporizhzhia;;місто;47.98569;35.27613
Heorhiivka;Георгиевка;Luhansk;;місто;48.42278;39.25278
Heohriivka;Heohriivka;Dnipropetrovsk;;місто;48.33501;35.44321
Heorhiivka;Heorhiivka;Donetsk;;місто;47.96431;37.43943
Heorhiivka;Heorhiivka;Kherson;;місто;47.29569;34.24248
Heorhiivka;Heorhiivka;Zaporizhzhia;;місто;46.63473;35.60559
Skryvanivka;Skryvanivka;Odesa;;місто;46.44227;29.21362
Genrykuvka;Genrykuvka;Lviv;;місто;49.75155;23.55472
Andriivka;Andriivka;Zhytomyr;;місто;50.49207;28.02836
Havrylivka;Havrylivka;Kharkivs’ka Oblast’;;місто;49.41272;37.50767
Heniivka;Гениевка;Kharkivs’ka Oblast’;;місто;49.67098;36.50357
Henivka;Геновка;Mykolaiv;;місто;47.9406;30.91678
Henicheska Hirka;Геническая Горка;Kherson;;місто;46.09688;34.8277
Henichesk;Геническ;Kherson;;місто;46.16824;34.80861
General’skoye;Генеральское;Crimea;;місто;44.80073;34.48219
Gelety;Gelety;Khmelnytskyi;;місто;48.71254;26.80633
Heletyntsi;Heletyntsi;Khmelnytskyi;;місто;49.36858;26.61063
Bila Krynytsia;Bila Krynytsia;Rivne;;місто;50.60413;26.38958
Helendzhyk;Helendzhyk;Zaporizhzhia;;місто;47.99982;35.73217
Gelenovka;Gelenovka;Khmelnytskyi;;місто;48.68333;26.65
Semenivka;Семёновка;Mykolaiv;;місто;47.82276;30.36232
Hederymove Pershe;Hederymove Pershe;Odesa;;місто;47.36694;29.83909
Hecha;Hecha;Zakarpattia;;місто;48.1403;22.6569
Gdeshichi;Gdeshichi;Lviv;;місто;49.65;22.93333
Gazovka;Gazovka;Zhytomyr;;місто;51.38333;28.45
Gayvorontsy;Gayvorontsy;Khmelnytskyi;;місто;50.01667;27.18333
Haivoronka;Haivoronka;Ternopil;;місто;49.25278;25.38134
Hayvoron;Гайворон;Chernihiv;;місто;50.98478;32.92078
Haivoron;Haivoron;Kyiv;;місто;49.5739;29.83323
Hayvoron;Гайворон;Kirovohrad;;місто;48.34323;29.86592
Gaysin;Gaysin;Vinnytsia;;місто;49.23333;29.06667
Haysyn;Гайсин;Vinnytsia;;місто;48.81294;29.37917
Hai-Moshenka;Hai-Moshenka;Sumy;;місто;50.25435;34.83479
Haiky-Sytenski;Haiky-Sytenski;Rivne;;місто;50.17006;25.43339
Hai-Za-Rudoiu;Hai-Za-Rudoiu;Ternopil;;місто;49.82786;25.38383
Haivka;Haivka;Odesa;;місто;46.91096;29.92661
Hai-Roztotski;Hai-Roztotski;Ternopil;;місто;49.8186;25.40916
Hai-Ditkovetski;Hai-Ditkovetski;Lviv;;місто;50.06007;25.2539
Hai;Hai;Lviv;;місто;49.76433;24.26559
Gaydukovka;Калмыковка;Luhansk;;місто;49.31639;38.672
Haidosh;Haidosh;Zakarpattia;;місто;48.59842;22.56972
Haidary;Haidary;Kharkivs’ka Oblast’;;місто;49.63515;36.30954
Haidaiky;Гайдайки;Khmelnytskyi;;місто;49.55463;26.516
Haichur;Haichur;Zaporizhzhia;;місто;47.82472;36.12
Gay;Gay;Lviv;;місто;50.08333;24.01667
Havryliak;Havryliak;Ivano-Frankivsk;;місто;48.72533;25.20989
Havrontsi;Havrontsi;Poltava;;місто;49.73288;34.60032
Havronshchyna;Гавронщина;Kyiv;;місто;50.47861;29.87164
Havryshivka;Havryshivka;Dnipropetrovsk;;місто;49.08822;35.1133
Havryshivka;Havryshivka;Vinnytsia;;місто;49.24327;28.63346
Havrylivtsi;Havrylivtsi;Khmelnytskyi;;місто;48.56719;26.51576
Havrylivka Druha;Havrylivka Druha;Kherson;;місто;46.17999;33.46891
Gavrilovka;Gavrilovka;Kharkivs’ka Oblast’;;місто;49.98333;36.05
Havrylivka;Havrylivka;Khmelnytskyi;;місто;49.76663;26.37362
Havrylivka;Havrylivka;Kharkivs’ka Oblast’;;місто;49.71483;36.96741
Havrylivka;Гавриловка;Kharkivs’ka Oblast’;;місто;49.67454;35.65706
Havrylivka;Havrylivka;Luhansk;;місто;49.01209;38.67425
Havrylivka;Гавриловка;Kharkivs’ka Oblast’;;місто;48.84362;36.81148
Havrylivka;Гаврилівка;Ivano-Frankivsk;;місто;48.69213;24.72785
Havrylivka;Gavrilovka;Luhansk;;місто;48.26667;39.76667
Havrylivka;Гавриловка;Dnipropetrovsk;;місто;48.07461;36.5293
Havrylivka;Havrylivka;Kherson;;місто;47.22132;33.878
Havrylova Sloboda;Havrylova Sloboda;Sumy;;місто;52.26123;33.87692
